Date,Open,Adj Close,Volume,SMA_50,SMA_200,MACD,MACD_signal,RSI_14,Volatility,Daily_Return,interest_rate,vix,orly,acgl,pgr,nsdq,spy
2018-01-17,59.4370231628418,48.353885650634766,22940615,,,0.8023490847772763,0.34095931300062726,,,-0.0006442837204120311,2.578000068664551,11.90999984741211,265.0400085449219,30.329999923706055,47.9713134765625,7298.27978515625,2802.56005859375
2018-01-18,59.16030502319336,47.65232849121094,20861278,,,0.9071396089142851,0.45419537218335887,,,-0.01450880627242035,2.6110000610351562,12.220000267028809,266.3299865722656,29.97333335876465,48.02161407470703,7296.0498046875,2798.030029296875
2018-01-19,58.66412353515625,47.76923751831055,12745671,,,0.9882287498282736,0.5610020477123419,,,0.002453374909500372,2.63700008392334,11.270000457763672,273.0199890136719,30.383333206176758,48.33175277709961,7336.3798828125,2810.300048828125
2018-01-22,58.15839767456055,47.74585723876953,12835380,,,1.0386331684176895,0.6565282718534114,81.79549918799783,,-0.0004894421756690415,2.6649999618530273,11.029999732971191,272.29998779296875,30.916667938232422,48.8011589050293,7408.02978515625,2832.969970703125
2018-01-23,58.23473358154297,48.09664535522461,11718212,,,1.0942706319480635,0.7440767438723419,82.77542070276738,,0.007346985408615447,2.624000072479248,11.100000381469727,271.2099914550781,31.126667022705078,47.820430755615234,7460.2900390625,2839.1298828125
2018-01-24,59.16984558105469,47.69127655029297,14129241,,,1.0930538040420075,0.813872155906275,78.63644022601987,,-0.008428213692196818,2.6540000438690186,11.470000267028809,275.92999267578125,31.136667251586914,46.378700256347656,7415.06005859375,2837.5400390625
2018-01-25,58.492366790771484,47.784828186035156,9853610,,,1.0871068037868667,0.8685190854823934,76.52946143065387,,0.001961608967282258,2.621000051498413,11.579999923706055,272.8800048828125,30.790000915527344,46.739131927490234,7411.16015625,2839.25
2018-01-26,58.67366409301758,48.36167526245117,11060278,,,1.1160750825741559,0.918030284900746,79.05655734150704,,0.012071762069965963,2.6619999408721924,11.079999923706055,275.4700012207031,30.700000762939453,45.959590911865234,7505.77001953125,2872.8701171875
2018-01-29,59.11259460449219,48.04207229614258,9198191,,,1.1005568298093849,0.9545355938824738,78.33534770512276,,-0.006608599982820262,2.6989998817443848,13.84000015258789,273.94000244140625,30.433332443237305,44.534610748291016,7466.509765625,2853.530029296875
2018-01-30,58.0057258605957,47.27814483642578,13666654,,,1.0149166141352595,0.966611797933031,70.03134783467735,,-0.015901217895176734,2.7260000705718994,14.789999961853027,268.2699890136719,30.28333282470703,44.83638000488281,7402.47998046875,2822.429931640625
2018-01-31,57.98664093017578,46.186798095703125,15582712,,,0.8491945785023276,0.9431283540468903,59.2768975038297,0.01669758465244065,-0.023083535627265617,2.7200000286102295,13.539999961853027,264.69000244140625,30.31333351135254,45.34768295288086,7411.47998046875,2823.81005859375
2018-02-01,56.459922790527344,46.66231155395508,14009664,,,0.74761064322594,0.9040248118827003,60.44366472052279,0.0167486785686966,0.010295441075318656,2.7730000019073486,13.470000267028809,262.3800048828125,30.413333892822266,45.865577697753906,7385.85986328125,2821.97998046875
2018-02-02,56.68893051147461,45.6489372253418,12852777,,,0.5786633327556245,0.8389525160572853,49.54795827933448,0.01735155928894634,-0.02171719091630364,2.8540000915527344,17.309999465942383,252.63999938964844,30.316667556762695,45.57453918457031,7240.9501953125,2762.1298828125
2018-02-05,55.60114669799805,43.96516036987305,20546774,,,0.3053843707513906,0.7322388869961064,21.10088264960497,0.019357321238508213,-0.036885346249288076,2.7939999103546143,37.31999969482422,246.49000549316406,29.200000762939453,44.470279693603516,6967.52978515625,2648.93994140625
2018-02-06,52.614505767822266,43.23240280151367,32494498,,,0.02934316292166983,0.5916597421812191,19.327668121807832,0.019668653767673332,-0.016666778016838357,2.7679998874664307,29.979999542236328,254.89999389648438,28.950000762939453,45.25779724121094,7115.8798828125,2695.139892578125
2018-02-07,52.643131256103516,43.559814453125,14349740,,,-0.1611445252827295,0.4410988886884294,24.340176093360284,0.019747448436263942,0.007573292956084998,2.8440001010894775,27.729999542236328,252.0800018310547,29.32666778564453,45.71149444580078,7051.97998046875,2681.659912109375
2018-02-08,53.47328186035156,42.66336441040039,21871760,,,-0.3800622955145414,0.27686665184783527,20.83723702890927,0.020098380016478887,-0.020579748880456883,2.8510000705718994,33.459999084472656,252.22000122070312,28.670000076293945,43.71696090698242,6777.16015625,2581.0
2018-02-09,52.624046325683594,42.772483825683594,19472364,,,-0.5385431901121507,0.11378468345583809,21.86953838718169,0.020055799222942625,0.002557684251844883,2.8289999961853027,29.059999465942383,249.8300018310547,28.959999084472656,44.701393127441406,6874.490234375,2619.550048828125
2018-02-12,52.814884185791016,43.209022521972656,13259506,,,-0.6217482891372299,-0.03332191106277552,22.62015933915407,0.019692302150319783,0.01020606374107591,2.8570001125335693,25.610000610351562,248.25,28.969999313354492,44.83835983276367,6981.9599609375,2656.0
2018-02-13,52.700382232666016,42.795867919921875,17857291,,,-0.7128102205696152,-0.16921957296414344,22.600444951170672,0.013558397576537644,-0.009561766916636127,2.8399999141693115,24.969999313354492,245.30999755859375,29.139999389648438,45.557411193847656,7013.509765625,2662.93994140625
2018-02-14,51.82251739501953,42.795867919921875,11996142,,,-0.7760318452466208,-0.29058202742063893,21.781327110014814,0.01357262631903264,0.0,2.9130001068115234,19.260000228881836,247.5500030517578,30.01333236694336,48.19396209716797,7143.6201171875,2698.6298828125
2018-02-15,52.89122009277344,43.645565032958984,10584695,,,-0.748938683537645,-0.3822533586440402,24.123337262729223,0.014576488343869338,0.019854653132097555,2.8910000324249268,19.1299991607666,252.2899932861328,29.950000762939453,48.60484313964844,7256.43017578125,2731.199951171875
2018-02-16,53.406490325927734,43.87940979003906,12294402,,,-0.7005226510522888,-0.4459072171256899,26.943044375073697,0.014661323672552386,0.005357812572789333,2.877000093460083,19.459999084472656,251.10000610351562,29.953332901000977,49.092769622802734,7239.47021484375,2732.219970703125
2018-02-20,53.549617767333984,42.85823440551758,14113416,,,-0.736067982188807,-0.5039393701383134,26.196499529334332,0.015236962389401441,-0.023272313584156268,2.8929998874664307,20.600000381469727,252.3800048828125,29.56999969482422,48.399391174316406,7234.31005859375,2716.260009765625
2018-02-21,52.50954055786133,42.523040771484375,11244935,,,-0.7822677425498199,-0.5596050446206147,28.519265367249275,0.014950498721772629,-0.007820985597811969,2.943000078201294,20.020000457763672,247.69000244140625,29.606666564941406,48.938697814941406,7218.22998046875,2701.330078125
2018-02-22,52.09923553466797,42.538631439208984,11334958,,,-0.8083057038968064,-0.6093451764758531,24.444491725768316,0.015005561433520343,0.00036664047165380076,2.9170000553131104,18.719999313354492,247.36000061035156,29.31333351135254,48.664756774902344,7210.08984375,2703.9599609375
2018-02-23,52.30915832519531,42.772483825683594,9499177,,,-0.8008394638214327,-0.647644033944969,30.267348388221208,0.01511964213913548,0.005497412083150799,2.871000051498413,16.489999771118164,254.1300048828125,29.32666778564453,49.400943756103516,7337.39013671875,2747.300048828125
2018-02-26,52.48091506958008,43.70011901855469,12725026,,,-0.7118640812675778,-0.6604880434094909,47.97133905812483,0.015840700838438956,0.021687662485340153,2.8589999675750732,15.800000190734863,254.97000122070312,29.530000686645508,50.376808166503906,7421.4599609375,2779.60009765625
2018-02-27,53.34923553466797,42.655555725097656,9734453,,,-0.7173685989012455,-0.6718641545078419,45.785885753491996,0.016399062187688666,-0.023902985092867146,2.9079999923706055,18.59000015258789,238.5800018310547,29.68000030517578,50.10287857055664,7330.35009765625,2744.280029296875
2018-02-28,52.538169860839844,42.26579666137695,11807606,,,-0.7445980055617412,-0.6864109247186218,40.63198522852865,0.0162488350862225,-0.00913735753983802,2.868000030517578,19.850000381469727,244.19000244140625,29.413333892822266,49.28966522216797,7273.009765625,2713.830078125
2018-03-01,51.774810791015625,41.86044692993164,13648523,,,-0.7897817300342709,-0.7070850857817517,43.74233697907809,0.015751155879179198,-0.009590490738714208,2.803999900817871,22.469999313354492,243.25999450683594,28.75,49.46942901611328,7180.56005859375,2677.669921875
2018-03-02,51.03053283691406,42.37492752075195,9355706,,,-0.7751405356378029,-0.720696175752962,47.085721188719944,0.01585765081896917,0.012290375009169852,2.8570001125335693,19.59000015258789,241.00999450683594,28.713333129882812,49.28966522216797,7257.8701171875,2691.25
2018-03-05,51.7557258605957,42.406105041503906,13743577,,,-0.7523489083368489,-0.7270267222697394,43.74233697907809,0.01537601752070542,0.0007357539605628016,2.88100004196167,18.729999542236328,246.85000610351562,29.713333129882812,50.3254508972168,7330.7099609375,2720.93994140625
2018-03-06,51.9942741394043,42.32814407348633,9716951,,,-0.7321375521071616,-0.7280488882372239,46.15376411074911,0.013225382426650775,-0.0018384373651217922,2.877000093460083,18.360000610351562,251.74000549316406,30.016666412353516,50.1799201965332,7372.009765625,2728.1201171875
2018-03-07,51.374046325683594,42.4606819152832,12817564,,,-0.6973861767741099,-0.7219163459446012,47.30246406079134,0.01278873643623002,0.0031311989858751055,2.882999897003174,17.760000228881836,242.77999877929688,29.886667251586914,50.00872039794922,7396.64990234375,2726.800048828125
2018-03-08,52.02289962768555,42.686737060546875,7705001,,,-0.6441790058593782,-0.7063688779275566,41.42245706809248,0.012720725619098872,0.005323869873656184,2.865999937057495,16.540000915527344,242.33999633789062,29.573333740234375,50.522335052490234,7427.9501953125,2738.969970703125
2018-03-09,52.50954055786133,42.98296356201172,9240006,,,-0.5715208005431265,-0.6793992624506706,42.06903441190883,0.011948867348348375,0.006939544267454245,2.8940000534057617,14.640000343322754,250.50999450683594,29.356666564941406,51.677955627441406,7560.81005859375,2786.570068359375
2018-03-12,53.17748260498047,43.154457092285156,11269039,,,-0.494401403073617,-0.6423996905752599,53.084447438518,0.011966496353451957,0.0039898023789359804,2.869999885559082,15.779999732971191,249.1199951171875,28.383333206176758,51.335548400878906,7588.31982421875,2783.02001953125
2018-03-13,53.1870231628418,43.16225051879883,12272080,,,-0.4277243208548356,-0.5994646166311751,57.142844963626125,0.011747048037846472,0.00018059377961821,2.8480000495910645,16.350000381469727,250.82000732421875,28.476667404174805,51.36979293823242,7511.009765625,2765.31005859375
2018-03-14,52.738548278808594,43.09148025512695,11692222,44.48446640014649,,-0.3762555815079125,-0.5548228096065226,56.102548209482386,0.011538972014978126,-0.0016396333096915239,2.816999912261963,17.229999542236328,249.13999938964844,28.136667251586914,52.55966567993164,7496.81005859375,2749.47998046875
2018-03-15,52.433204650878906,43.445335388183594,10560277,44.47687614440918,,-0.3034154978269328,-0.5045413472506047,57.23549488054608,0.011669066694814169,0.008211719137091844,2.8259999752044678,16.59000015258789,248.83999633789062,28.09000015258789,52.71373748779297,7481.740234375,2747.330078125
2018-03-16,52.66221237182617,43.775596618652344,22010620,44.47713836669922,,-0.2165437045029961,-0.446941818701083,50.931296962576795,0.01091425865816166,0.007601765011545414,2.8480000495910645,15.800000190734863,251.16000366210938,28.34666633605957,53.00478744506836,7481.990234375,2752.010009765625
2018-03-19,53.110687255859375,42.95780944824219,12391762,44.446857604980465,,-0.2112506070368667,-0.39980357636823977,53.95050427089629,0.011617992245386614,-0.01868134836708779,2.8450000286102295,19.020000457763672,248.6999969482422,28.46666717529297,52.96199035644531,7344.240234375,2712.919921875
2018-03-20,52.242366790771484,42.965667724609375,8153440,44.417669525146486,,-0.20406930797813772,-0.36065672269021937,60.16188833537716,0.010367566734514912,0.0001829300997449046,2.878999948501587,18.200000762939453,247.61000061035156,28.64666748046875,53.35575866699219,7364.2998046875,2716.93994140625
2018-03-21,52.25190734863281,43.00498580932617,10489746,44.3944125366211,,-0.19298087252192175,-0.32712155265655984,68.59481288300974,0.010195494047682703,0.0009151047056643602,2.9070000648498535,17.860000610351562,247.0500030517578,28.606666564941406,53.081844329833984,7345.2900390625,2711.929931640625
2018-03-22,51.7557258605957,42.55675506591797,13387990,44.360008239746094,,-0.21785043826232453,-0.3052673297777128,53.019061288242604,0.010490409452000598,-0.010422762267508934,2.8320000171661377,23.34000015258789,241.16000366210938,28.1200008392334,51.83204650878906,7166.68017578125,2643.68994140625
2018-03-23,51.832061767578125,41.99845886230469,12408634,44.30664291381836,,-0.27938896397951396,-0.3000916566180731,44.23975454461169,0.010805031026324102,-0.013118862158275735,2.8299999237060547,24.8700008392334,239.44000244140625,27.803333282470703,51.087310791015625,6992.669921875,2588.260009765625
2018-03-26,51.57442855834961,42.493865966796875,10448770,44.25850860595703,,-0.2848993337530956,-0.2970531920450776,52.0946217646259,0.009907901742643492,0.011795840083475895,2.8429999351501465,21.030000686645508,245.39999389648438,28.09666633605957,52.08884811401367,7220.5400390625,2658.550048828125
2018-03-27,51.51717758178711,42.26581954956055,16956535,44.18928733825683,,-0.30416159596204295,-0.2984748728284707,47.59512264017702,0.008446554841615083,-0.005366572611080311,2.7860000133514404,22.5,238.97000122070312,28.156667709350586,51.60947799682617,7008.81005859375,2612.6201171875
2018-03-28,51.57442855834961,43.319522857666016,13302788,44.087976608276364,,-0.23173077857360624,-0.2851260539774978,56.4847268948791,0.009906114926849292,0.024930388652937507,2.7750000953674316,22.8700008392334,242.72000122070312,28.600000381469727,51.73787307739258,6949.22998046875,2605.0
2018-03-29,52.82442855834961,42.83198928833008,10218524,43.977538681030275,,-0.21123374736361455,-0.2703475926547212,48.51120592432982,0.010008655489525602,-0.011254361478952979,2.740999937057495,19.969999313354492,247.3800048828125,28.530000686645508,52.1573371887207,7063.4501953125,2640.8701171875
2018-04-02,51.90839767456055,41.88837814331055,14041104,43.86225967407226,,-0.26804142111957674,-0.2698863583476923,39.16486949004583,0.010908074290070248,-0.022030523463840712,2.7320001125335693,23.6200008392334,236.0800018310547,28.399999618530273,51.19858169555664,6870.1201171875,2581.8798828125
2018-04-03,50.89694595336914,42.53317642211914,9688341,43.75753845214844,,-0.2580573549992664,-0.26752055767800714,45.145641356540494,0.01147461412046929,0.015393250046649598,2.7839999198913574,21.100000381469727,237.77000427246094,28.666667938232422,51.951881408691406,6941.27978515625,2614.449951171875
2018-04-04,51.020992279052734,42.88702392578125,9330030,43.660361785888675,,-0.2190671051257027,-0.2578298671675463,48.48832020975167,0.01160315415050372,0.00831932936657176,2.7880001068115234,20.059999465942383,242.02999877929688,28.84000015258789,52.5682258605957,7042.10986328125,2644.68994140625
2018-04-05,52.538169860839844,42.879173278808594,13074638,43.556012344360354,,-0.18664895976815643,-0.24359368568766834,45.58826676812955,0.011590566429356238,-0.00018305413278951743,2.8320000171661377,18.940000534057617,243.8699951171875,28.799999237060547,52.43124771118164,7076.5498046875,2662.840087890625
2018-04-06,51.79389190673828,41.959144592285156,13100838,43.441369705200195,,-0.23251567603669798,-0.24137808375747427,37.03704107011408,0.012520184156527753,-0.021456306550997062,2.7750000953674316,21.489999771118164,237.19000244140625,28.469999313354492,51.39547348022461,6915.10986328125,2604.469970703125
2018-04-09,52.48091506958008,44.16090393066406,24352376,43.36889122009277,,-0.09016246462670807,-0.21113495993132103,57.1695649485511,0.017246640432707457,0.0524738852465485,2.7860000133514404,21.770000457763672,232.27999877929688,26.790000915527344,51.36123275756836,6950.33984375,2613.159912109375
2018-04-10,54.08396911621094,44.4203987121582,13481891,43.290065689086916,,0.04309576009719507,-0.16028881592561783,58.416706063178324,0.017266165390475083,0.005876120242048755,2.796999931335449,20.469999313354492,236.69000244140625,26.25666618347168,51.69507598876953,7094.2998046875,2656.8701171875
2018-04-11,53.492366790771484,44.192352294921875,9445834,43.2130712890625,,0.12881749535664966,-0.10246755366916434,56.722981481297495,0.017329715208413615,-0.005133821934243721,2.7899999618530273,20.239999771118164,232.7899932861328,26.59666633605957,51.35267639160156,7069.02978515625,2642.18994140625
2018-04-12,54.007633209228516,44.61698913574219,12511967,43.15984817504883,,0.22838455734494545,-0.036297131466342385,61.696491299500416,0.017410924770611107,0.009608830912336552,2.8340001106262207,18.489999771118164,229.85000610351562,26.983333587646484,51.78923797607422,7140.25,2663.989990234375
2018-04-13,54.46564865112305,44.955108642578125,10536278,43.13521438598633,,0.3307627624982459,0.037114847326575266,67.21608174144825,0.01739937862526217,0.007578268130268739,2.8289999961853027,17.40999984741211,224.8699951171875,26.97333335876465,51.42115020751953,7106.64990234375,2656.300048828125
2018-04-16,55.124046325683594,46.118900299072266,23627998,43.12434616088867,,0.5000423116406907,0.12970034018939836,69.5836268291366,0.01818037507703643,0.02588786217261818,2.8320000171661377,16.559999465942383,226.77000427246094,27.3799991607666,52.1573371887207,7156.27978515625,2677.840087890625
2018-04-17,57.09923553466797,46.606422424316406,16070451,43.143495864868164,,0.6658609050151867,0.23693245315455605,72.80987782616941,0.01752915730996583,0.010570983307985449,2.813999891281128,15.25,224.00999450683594,27.229999542236328,53.31296157836914,7281.10009765625,2706.389892578125
2018-04-18,56.68893051147461,46.331207275390625,11779730,43.19081680297852,,0.7662331140978154,0.34279258534320795,67.23670036595745,0.01765550976186627,-0.00590509064223288,2.867000102996826,15.600000381469727,226.72999572753906,26.829999923706055,52.3713264465332,7295.240234375,2708.639892578125
2018-04-19,56.22137451171875,46.111026763916016,11041204,43.24838928222656,,0.8185760506221555,0.4379492783989975,69.35928204130316,0.017751562784241587,-0.004752315435379573,2.9140000343322754,15.960000038146973,222.9499969482422,26.860000610351562,52.328529357910156,7238.06005859375,2693.1298828125
2018-04-20,56.16412353515625,46.26042938232422,10109951,43.302401580810546,,0.8621751294174018,0.5227944486026784,78.48355389872631,0.0174420718283757,0.003240062711531655,2.9509999752044678,16.8799991607666,221.47999572753906,27.016666412353516,52.26005935668945,7146.1298828125,2670.139892578125
2018-04-23,57.299617767333984,47.37704849243164,20767587,43.39667526245117,,0.9755836229616506,0.6133522834744729,79.72971960516212,0.017470636907353475,0.024137672845165437,2.9730000495910645,16.34000015258789,222.5800018310547,27.040000915527344,52.40558624267578,7128.60009765625,2670.2900390625
2018-04-24,57.643131256103516,47.251224517822266,13974975,43.48625007629394,,1.043281429069232,0.6993381125934248,77.55702059702715,0.01752519938006987,-0.002655800194676039,2.9830000400543213,18.020000457763672,224.6300048828125,26.953332901000977,51.96901321411133,7007.35009765625,2634.56005859375
2018-04-25,57.156490325927734,46.88950729370117,14057034,43.55985977172852,,1.0555768384365152,0.7705858577620429,74.23936466273071,0.01760692059235073,-0.007655192596853433,3.0239999294281006,17.84000015258789,227.6699981689453,26.873332977294922,51.618038177490234,7003.740234375,2639.39990234375
2018-04-26,57.08015441894531,46.71651077270508,14148105,43.63827262878418,,1.0393803359703213,0.8243447534036986,81.60903808398459,0.01708709362980899,-0.0036894506037885577,2.990000009536743,16.239999771118164,257.3999938964844,27.110000610351562,51.90052795410156,7118.68017578125,2666.93994140625
2018-04-27,56.622135162353516,46.76369094848633,8034073,43.71762908935547,,1.0186096391036372,0.8631977305436864,74.23114704146361,0.016730258791232314,0.0010099250778980995,2.9570000171661377,15.40999984741211,263.2900085449219,27.226667404174805,52.200138092041016,7119.7998046875,2669.909912109375
2018-04-30,56.917938232421875,46.29188537597656,13730267,43.77055549621582,,0.9530913022801926,0.8811764448909877,66.76041036783471,0.015926172399393108,-0.010089143156589042,2.936000108718872,15.930000305175781,256.07000732421875,26.709999084472656,51.60947799682617,7066.27001953125,2648.050048828125
2018-05-01,56.29771041870117,45.592041015625,13756782,43.804808120727536,,0.835069792521189,0.871955114417028,61.55839933872801,0.01634697223251347,-0.015118078571817017,2.9760000705718994,15.489999771118164,258.760009765625,26.876667022705078,51.78923797607422,7130.7001953125,2654.800048828125
2018-05-02,55.038169860839844,45.05733871459961,10921837,43.84879020690918,,0.6904320182120074,0.835650495176024,53.571413102060085,0.01665431225609723,-0.011727974644568762,2.9639999866485596,15.970000267028809,259.5,26.309999465942383,50.488094329833984,7100.89990234375,2635.669921875
2018-05-03,54.52289962768555,45.23818588256836,11864932,43.90309310913086,,0.5836702082269696,0.7852544377862132,52.35597373495827,0.016643825267500228,0.00401371170885767,2.946000099182129,15.899999618530273,258.94000244140625,25.983333587646484,50.73633575439453,7088.14990234375,2629.72998046875
2018-05-04,54.50381851196289,45.41118240356445,9149983,43.96054412841797,,0.5071736954323782,0.7296382893154463,42.94659571847213,0.015633138737257506,0.0038241259595415134,2.944000005722046,14.770000457763672,259.510009765625,26.27666664123535,51.19858169555664,7209.6201171875,2663.419921875
2018-05-07,55.124046325683594,45.120243072509766,10513955,44.007499313354494,,0.4182519373988356,0.6673610189321242,34.584067014612955,0.010851976631180834,-0.006406777266205976,2.950000047683716,14.75,263.1700134277344,26.376667022705078,51.96044158935547,7265.2099609375,2672.6298828125
2018-05-08,54.742366790771484,44.63270950317383,10749546,44.02615112304687,,0.30492592272582897,0.5948739996908652,33.12500994873652,0.01110612901611808,-0.010805207067534073,2.9690001010894775,14.710000038146973,265.739990234375,26.663333892822266,52.354217529296875,7266.89990234375,2671.919921875
2018-05-09,54.360687255859375,45.568450927734375,8684042,44.08440902709961,,0.28730883486745995,0.5333609667261842,45.28043067525947,0.011936729487038545,0.020965373489010508,3.003999948501587,13.420000076293945,265.4100036621094,26.459999084472656,52.89350891113281,7339.91015625,2697.7900390625
2018-05-10,55.46755599975586,45.654945373535156,8624097,44.152192001342776,,0.27713194022900467,0.4821151614267483,44.67494927372862,0.011788093830550985,0.001898121266793673,2.9709999561309814,13.229999542236328,265.20001220703125,26.523332595825195,53.39000701904297,7404.97021484375,2723.070068359375
2018-05-11,55.49618148803711,46.936683654785156,13344498,44.253716735839845,,0.3682473193985416,0.459341593021107,46.23643013307582,0.013179161927588782,0.028074467525110336,2.9709999561309814,12.649999618530273,269.6199951171875,26.549999237060547,53.44136428833008,7402.8798828125,2727.719970703125
2018-05-14,57.03244400024414,46.92881774902344,9942062,44.344794540405275,,0.4348099821697744,0.4544352708508405,47.187856646137156,0.011948996106471644,-0.00016758546086403925,2.994999885559082,12.930000305175781,272.8500061035156,26.389999389648438,52.83358383178711,7411.31982421875,2730.1298828125
2018-05-15,56.71755599975586,46.5513801574707,7148932,44.42770004272461,,0.4518961353604638,0.4539274437527652,47.058804010522714,0.01188393717543164,-0.00804276795489034,3.0799999237060547,14.630000114440918,272.45001220703125,26.046667098999023,52.9962272644043,7351.6298828125,2711.449951171875
2018-05-16,56.60305404663086,46.98386764526367,8941222,44.52081451416016,,0.4946333354863981,0.46206862209949184,52.22515017207879,0.011971468206888347,0.009290540609751652,3.0950000286102295,13.420000076293945,271.260009765625,26.253332138061523,52.73942184448242,7398.2998046875,2722.4599609375
2018-05-17,56.8129768371582,46.44914245605469,8222398,44.600583724975586,,0.47982390926085117,0.46561967953176375,47.57859287811416,0.012221470358948421,-0.01138103813092295,3.1089999675750732,13.430000305175781,272.8900146484375,26.273332595825195,51.66939926147461,7382.47021484375,2720.1298828125
2018-05-18,56.25954055786133,46.50420379638672,10151242,44.67693305969238,,0.4671453613412737,0.4659248158936658,51.74649496052516,0.012205281765912398,0.0011854113428277913,3.066999912261963,13.420000076293945,272.0899963378906,26.22333335876465,52.1573371887207,7354.33984375,2712.969970703125
2018-05-21,56.46946716308594,46.05598068237305,8882219,44.73839340209961,,0.41613274220841845,0.45596640115661635,53.98108885410344,0.011017054791482178,-0.009638335406755183,3.065000057220459,13.079999923706055,276.17999267578125,26.53333282470703,52.7822265625,7394.0400390625,2733.010009765625
2018-05-22,56.08778762817383,45.96162414550781,9357068,44.79453674316406,,0.3638963198078642,0.43755238488686593,58.394079424939356,0.011014120464867655,-0.0020487358094917196,3.065000057220459,13.220000267028809,267.45001220703125,26.549999237060547,53.06472396850586,7378.4599609375,2724.43994140625
2018-05-23,55.77289962768555,46.527793884277344,10375619,44.86184761047363,,0.3639879187997792,0.4228394916694486,61.1716847263943,0.011311486897657557,0.012318314448095169,3.003000020980835,12.579999923706055,271.239990234375,26.246667861938477,53.2701530456543,7425.9599609375,2733.2900390625
2018-05-24,56.536258697509766,46.49633026123047,7261382,44.929944610595705,,0.3574017552734716,0.40975194439025325,59.63678568065081,0.01128437536612701,-0.0006762328582595734,2.9809999465942383,12.529999732971191,268.6400146484375,26.19333267211914,53.61257553100586,7424.43017578125,2727.760009765625
2018-05-25,56.431297302246094,46.46488952636719,6985339,44.99033569335938,,0.34566060835894064,0.39693367718399075,62.51826292503696,0.011281346346061575,-0.0006761982007319478,2.930999994277954,13.220000267028809,268.2900085449219,26.336666107177734,53.37288284301758,7433.85009765625,2721.330078125
2018-05-29,55.89694595336914,45.92230987548828,9228269,45.03326995849609,,0.2892398446565423,0.37539491067850106,61.883997955477504,0.011359484069614014,-0.01167719661898714,2.7679998874664307,17.020000457763672,269.1499938964844,26.0,52.82503128051758,7396.58984375,2689.860107421875
2018-05-30,55.963741302490234,46.96027374267578,11572016,45.11331924438477,,0.3245398984584327,0.3652239082344874,62.588828914372314,0.011895452216554204,0.02260260579229989,2.8420000076293945,14.9399995803833,273.55999755859375,26.363332748413086,53.92928695678711,7462.4501953125,2724.010009765625
2018-05-31,56.89885330200195,46.810874938964844,12786019,45.190223388671875,,0.3365803220988397,0.3594951910073579,60.33757634973226,0.011541749186169825,-0.00318138698529713,2.822000026702881,15.430000305175781,269.4100036621094,26.149999618530273,53.15031814575195,7442.1201171875,2705.27001953125
2018-06-01,57.14694595336914,47.62080764770508,11556925,45.28253982543945,,0.4067880459092095,0.3689537619877282,56.68206473747395,0.012037232331441793,0.017302233931672406,2.8949999809265137,13.460000038146973,272.4800109863281,26.610000610351562,53.44136428833008,7554.330078125,2734.6201171875
