Date,Open,Adj Close,Volume,SMA_50,SMA_200,MACD,MACD_signal,RSI_14,Volatility,Daily_Return,interest_rate,vix,avy,lh,nxpi,nsdq,spy
2018-01-02,518.780029296875,427.3106689453125,526400,,,0.0,0.0,,,,2.4649999141693115,9.770000457763672,102.98715209960938,135.078857421875,107.27226257324219,7006.89990234375,2695.81005859375
2018-01-03,508.6600036621094,431.8191833496094,448700,,,0.3596535707131352,0.07193071414262704,,,0.010550905306026648,2.447000026702881,9.149999618530273,103.28094482421875,135.70303344726562,107.3905029296875,7065.52978515625,2713.06005859375
2018-01-04,516.5,437.519775390625,389800,,,1.092082900661012,0.27596115144630406,,,0.013201340424008778,2.453000068664551,9.220000267028809,103.9664535522461,135.21202087402344,107.19953155517578,7077.91015625,2723.989990234375
2018-01-05,523.8599853515625,441.2474060058594,483000,,,1.9508390014005386,0.6109367214371509,,,0.008519913441412452,2.4760000705718994,9.220000267028809,105.1950454711914,138.55776977539062,107.36322021484375,7136.56005859375,2743.14990234375
2018-01-08,523.9400024414062,444.5384826660156,561500,,,2.8639578566202886,1.0615409484737786,,,0.007458574521597372,2.4800000190734863,9.520000457763672,105.58674621582031,138.10830688476562,107.57238006591797,7157.39013671875,2747.7099609375
2018-01-09,529.0,448.27459716796875,547700,,,3.844764294835784,1.6181856177461797,,,0.00840447935923705,2.5460000038146973,10.079999923706055,105.86274719238281,141.93682861328125,107.72699737548828,7163.580078125,2751.2900390625
2018-01-10,534.469970703125,446.2847595214844,483800,,,4.410653922267045,2.176679278650353,,,-0.0044388811212043855,2.549999952316284,9.819999694824219,105.57786560058594,141.87857055664062,108.3636474609375,7153.56982421875,2748.22998046875
2018-01-11,534.1500244140625,451.615966796875,765200,,,5.229032371171456,2.787149897154574,,,0.011945752485715389,2.5309998989105225,9.880000114440918,106.45032501220703,141.72044372558594,108.45458984375,7211.77978515625,2767.56005859375
2018-01-12,552.7000122070312,466.4006652832031,941800,,,6.9900281021721185,3.6277255381580833,,,0.03273732457067413,2.552000045776367,10.15999984741211,106.25446319580078,142.85232543945312,108.75469970703125,7261.06005859375,2786.239990234375
2018-01-16,562.6199951171875,472.6721496582031,1370600,,,8.790356524156437,4.660251735357754,,,0.013446559668159663,2.5439999103546143,11.65999984741211,104.50062561035156,142.3196563720703,108.59101104736328,7223.68994140625,2776.419921875
2018-01-17,567.2100219726562,484.0146179199219,983900,,,11.005507524946154,5.929302893275434,,,0.02399648100680496,2.578000068664551,11.90999984741211,105.83604431152344,143.69296264648438,108.53643035888672,7298.27978515625,2802.56005859375
2018-01-18,577.27001953125,486.2897033691406,819600,,,12.79709409957718,7.3028611345357834,,,0.004700447806712971,2.6110000610351562,12.220000267028809,107.39401245117188,144.07577514648438,109.13668823242188,7296.0498046875,2798.030029296875
2018-01-19,582.6199951171875,495.55859375,591300,,,14.7943216274669,8.801153233122006,,,0.019060429033644244,2.63700008392334,11.270000457763672,108.0261001586914,145.14111328125,109.54594421386719,7336.3798828125,2810.300048828125
2018-01-22,592.4600219726562,498.0771789550781,843600,,,16.39141755168913,10.319206096835432,97.33787398189592,,0.005082315667294557,2.6649999618530273,11.029999732971191,107.48306274414062,146.6974639892578,110.11893463134766,7408.02978515625,2832.969970703125
2018-01-23,593.0,495.07159423828125,643400,,,17.216145007199202,11.698593878908186,93.57516573317058,,-0.006034375481932974,2.624000072479248,11.100000381469727,106.60165405273438,146.29795837402344,109.90973663330078,7460.2900390625,2839.1298828125
2018-01-24,591.9000244140625,493.3840026855469,642200,,,17.53148092389415,12.86517128790538,91.08109120795785,,-0.0034087828354015803,2.6540000438690186,11.470000267028809,106.88655853271484,145.51564025878906,109.5550308227539,7415.06005859375,2837.5400390625
2018-01-25,585.0,483.1665344238281,892500,,,16.763681328644566,13.644873296053218,78.72754377736625,,-0.02070895733567335,2.621000051498413,11.579999923706055,107.68782043457031,145.4074249267578,109.31857299804688,7411.16015625,2839.25
2018-01-26,578.2100219726562,492.6535949707031,516600,,,16.727892386491533,14.261477114140881,80.1654186072832,,0.01963517725454267,2.6619999408721924,11.079999923706055,107.74121856689453,146.82229614257812,109.44590759277344,7505.77001953125,2872.8701171875
2018-01-29,585.530029296875,482.2599792480469,611000,,,15.680101022182612,14.545201895749228,70.4320346045562,,-0.021097208725888494,2.6989998817443848,13.84000015258789,105.64906311035156,148.23716735839844,109.63689422607422,7466.509765625,2853.530029296875
2018-01-30,570.0499877929688,472.07598876953125,851100,,,13.868093151321887,14.40978014686376,62.050413956604395,,-0.02111722082847256,2.7260000705718994,14.789999961853027,104.45612335205078,147.70452880859375,109.32766723632812,7402.47998046875,2822.429931640625
2018-01-31,564.8099975585938,471.6646423339844,665800,,,12.257573956771182,13.979338908845245,63.05830614841771,0.014743403859812737,-0.0008713564030635723,2.7200000286102295,13.539999961853027,109.21908569335938,145.232666015625,109.42771911621094,7411.47998046875,2823.81005859375
2018-02-01,561.4099731445312,474.5107727050781,659600,,,11.0831254555236,13.400096218180916,62.088836594280316,0.014689251936503368,0.006034224564745783,2.7730000019073486,13.470000267028809,107.15364837646484,144.01751708984375,110.31900024414062,7385.85986328125,2821.97998046875
2018-02-02,565.260009765625,460.34747314453125,808200,,,8.906834209482327,12.5014438164412,46.78270184206625,0.01644658486896693,-0.02984821499374002,2.8540000915527344,17.309999465942383,104.72319030761719,141.20440673828125,109.70055389404297,7240.9501953125,2762.1298828125
2018-02-05,539.989990234375,440.7436828613281,1129400,,,5.536425213958182,11.108440095944596,35.13640222716998,0.01922579834324854,-0.04258476786957033,2.7939999103546143,37.31999969482422,101.32233428955078,135.8445281982422,107.49053955078125,6967.52978515625,2648.93994140625
2018-02-06,510.80999755859375,449.3492126464844,1076700,,,3.5191792292271202,9.590587922601102,33.44029902966972,0.019652808808711206,0.019525021276059595,2.7679998874664307,29.979999542236328,101.70513916015625,140.3804931640625,107.45418548583984,7115.8798828125,2695.139892578125
2018-02-07,535.1799926757812,446.8641052246094,672400,,,1.7003690567757417,8.01254414943603,31.20406489823496,0.019613119029148102,-0.0055304590548600485,2.8440001010894775,27.729999542236328,102.18590545654297,141.20440673828125,105.87168884277344,7051.97998046875,2681.659912109375
2018-02-08,534.22998046875,427.65496826171875,1038700,,,-1.27635489938433,6.154764339671958,20.429947766882748,0.02184234697291751,-0.04298652932357472,2.8510000705718994,33.459999084472656,98.61590576171875,137.70884704589844,105.4442367553711,6777.16015625,2581.0
2018-02-09,517.0499877929688,437.83880615234375,938600,,,-2.781614749552375,4.367488521827092,25.409594873751075,0.022392580384389554,0.023813210757305248,2.8289999961853027,29.059999465942383,99.23017120361328,139.88941955566406,105.29872131347656,6874.490234375,2619.550048828125
2018-02-12,526.3200073242188,441.087890625,614700,,,-3.6700638508731913,2.759978047287035,28.006588556858375,0.021041555396845265,0.00742073207536964,2.8570001125335693,25.610000610351562,102.96041870117188,140.23065185546875,105.98991394042969,6981.9599609375,2656.0
2018-02-13,520.8599853515625,437.6373291015625,517500,,,-4.599576586246428,1.2880671205803425,27.60997203677995,0.020724357616066343,-0.007822843466748108,2.8399999141693115,24.969999313354492,104.05546569824219,142.3280029296875,105.68071746826172,7013.509765625,2662.93994140625
2018-02-14,517.9000244140625,453.3118896484375,656700,,,-4.0250181833123975,0.22545005980179447,38.51276565514471,0.02169944728358709,0.03581632439594151,2.9130001068115234,19.260000228881836,105.15943908691406,143.72622680664062,104.4802017211914,7143.6201171875,2698.6298828125
2018-02-15,546.4099731445312,453.9079895019531,648000,,,-3.4814443102681025,-0.515928814212185,33.99683772624853,0.0216489831723765,0.0013149883493634995,2.8910000324249268,19.1299991607666,106.41471099853516,144.78321838378906,106.33551788330078,7256.43017578125,2731.199951171875
2018-02-16,539.3499755859375,454.2857360839844,534400,,,-2.9857591346979575,-1.0098948783093395,37.40355403749719,0.02103686942217827,0.0008322095904187421,2.877000093460083,19.459999084472656,105.76482391357422,147.97084045410156,107.77249145507812,7239.47021484375,2732.219970703125
2018-02-20,541.0,455.5451354980469,532100,,,-2.4629111477624974,-1.3004981321999711,41.90581642945198,0.020989934863855874,0.002772262728120589,2.8929998874664307,20.600000381469727,104.23352813720703,145.15774536132812,114.19334411621094,7234.31005859375,2716.260009765625
2018-02-21,542.5999755859375,456.3511657714844,486300,,,-1.9609063367809085,-1.4325797731161587,42.530763088937434,0.021027368338356063,0.0017693752180150124,2.943000078201294,20.020000457763672,104.09111022949219,144.6167755126953,114.22974395751953,7218.22998046875,2701.330078125
2018-02-22,547.9600219726562,452.9676513671875,626100,,,-1.8151611941975148,-1.50909605733243,39.54701485221966,0.02104199337860261,-0.007414277990452578,2.9170000553131104,18.719999313354492,105.2662582397461,142.49444580078125,114.32976531982422,7210.08984375,2703.9599609375
2018-02-23,543.760009765625,461.5480041503906,366700,,,-0.9958152200752579,-1.4064398898809956,50.61587957635677,0.021256898918074148,0.018942528803779224,2.871000051498413,16.489999771118164,106.05860137939453,143.45989990234375,114.0842056274414,7337.39013671875,2747.300048828125
2018-02-26,553.1500244140625,473.4864807128906,639600,,,0.609827935235046,-1.0031863248577872,68.2310704872104,0.021634074736269465,0.025866164418750115,2.8589999675750732,15.800000190734863,106.93109130859375,145.51564025878906,113.19294738769531,7421.4599609375,2779.60009765625
