Date,Open,Adj Close,Volume,SMA_50,SMA_200,MACD,MACD_signal,RSI_14,Volatility,Daily_Return,interest_rate,vix,low,msft,fast,nsdq,spy
2018-01-02,42.540000915527344,40.56892395019531,102223600,,,0.0,0.0,,,,2.4649999141693115,9.770000457763672,80.97737884521484,79.79293060302734,22.720346450805664,7006.89990234375,2695.81005859375
2018-01-03,43.13249969482422,40.561866760253906,118071600,,,-0.000562966718973712,-0.0001125933437947424,,,-0.00017395556140631374,2.447000026702881,9.149999618530273,81.3309326171875,80.16426849365234,22.728687286376953,7065.52978515625,2713.06005859375
2018-01-04,43.1349983215332,40.75027847290039,89738400,,,0.01403237223618703,0.002716399772201612,,,0.004645045400896164,2.453000068664551,9.220000267028809,81.96728515625,80.86982727050781,22.820329666137695,7077.91015625,2723.989990234375
2018-01-05,43.36000061035156,41.2142333984375,94640000,,,0.06231820311585068,0.014636760440931427,,,0.011385319141945072,2.4760000705718994,9.220000267028809,83.73497009277344,81.87246704101562,22.866153717041016,7136.56005859375,2743.14990234375
2018-01-08,43.587501525878906,41.06114959716797,82271200,,,0.08722699013550539,0.029154806379846222,,,-0.0037143430472088568,2.4800000190734863,9.520000457763672,82.82463073730469,81.95600128173828,23.107772827148438,7157.39013671875,2747.7099609375
2018-01-09,43.63750076293945,41.05644607543945,86336000,,,0.10537317207699459,0.0443984795192759,,,-0.0001145491973473245,2.5460000038146973,10.079999923706055,83.56707000732422,81.90029907226562,23.06194496154785,7163.580078125,2751.2900390625
2018-01-10,43.290000915527344,41.04702377319336,95839600,,,0.11763779567446875,0.05904634275031447,,,-0.00022949629465685017,2.549999952316284,9.819999694824219,83.23117065429688,81.52896118164062,22.66619300842285,7153.56982421875,2748.22998046875
2018-01-11,43.647499084472656,41.28016662597656,74670800,,,0.14450451984693302,0.07613797816963819,,,0.005679896649058991,2.5309998989105225,9.880000114440918,84.6187973022461,81.77031707763672,22.9494686126709,7211.77978515625,2767.56005859375
2018-01-12,44.04499816894531,41.70644760131836,101672400,,,0.1979124924327138,0.10049288102225332,,,0.010326532332201044,2.552000045776367,10.15999984741211,89.14408874511719,83.18143463134766,23.157764434814453,7261.06005859375,2786.239990234375
2018-01-16,44.474998474121094,41.494483947753906,118263600,,,0.22059215109811703,0.12451273503742606,,,-0.005082275421552596,2.5439999103546143,11.65999984741211,89.24128723144531,82.02099609375,23.095272064208984,7223.68994140625,2776.419921875
2018-01-17,44.037498474121094,42.17981719970703,137547200,,,0.2905177026174357,0.157713728553428,,,0.01651624955297759,2.578000068664551,11.90999984741211,89.86881256103516,83.68276977539062,21.74554443359375,7298.27978515625,2802.56005859375
2018-01-18,44.842498779296875,42.21750259399414,124773600,,,0.34499817810855404,0.19517061846445322,,,0.0008934461263472304,2.6110000610351562,12.220000267028809,89.58600616455078,83.6456298828125,22.199623107910156,7296.0498046875,2798.030029296875
2018-01-19,44.65250015258789,42.029090881347656,129700400,,,0.36872071398752837,0.22988063756906826,,,-0.004462881531824392,2.63700008392334,11.270000457763672,92.75899505615234,83.55279541015625,22.391246795654297,7336.3798828125,2810.300048828125
2018-01-22,44.32500076293945,41.68523406982422,108434400,,,0.35567462791377835,0.2550394356380103,68.8993169653006,,-0.008181400175753972,2.6649999618530273,11.029999732971191,94.66808319091797,85.04747772216797,22.63286590576172,7408.02978515625,2832.969970703125
2018-01-23,44.32500076293945,41.69466018676758,130756400,,,0.3421520042456194,0.2724619493595321,68.99826565704817,,0.0002261260408797927,2.624000072479248,11.100000381469727,95.03184509277344,85.31666564941406,22.66619300842285,7460.2900390625,2839.1298828125
2018-01-24,44.3125,41.03052520751953,204420400,,,0.27467875938900477,0.2729053113654267,56.473519146137896,,-0.01592853800158367,2.6540000438690186,11.470000267028809,94.68582153320312,85.2424087524414,23.686817169189453,7415.06005859375,2837.5400390625
2018-01-25,43.627498626708984,40.298091888427734,166116000,,,0.1602571345807533,0.25037567600849203,44.57006900443783,,-0.017850936964305952,2.621000051498413,11.579999923706055,94.38414764404297,85.71587371826172,23.78679847717285,7411.16015625,2839.25
2018-01-26,43.0,40.39228820800781,156572000,,,0.0762985066253421,0.21556024213186206,39.168042437416666,,0.002337488331727311,2.6619999408721924,11.079999923706055,95.28913116455078,87.32196807861328,24.03257942199707,7505.77001953125,2872.8701171875
2018-01-29,42.540000915527344,39.55624008178711,202561600,,,-0.05704384166075016,0.16103942537333962,33.193027779647565,,-0.020698211547593326,2.6989998817443848,13.84000015258789,94.79228210449219,87.19195556640625,23.524351119995117,7466.509765625,2853.530029296875
2018-01-30,41.38249969482422,39.323089599609375,184192800,,,-0.17946316904824045,0.09293890648902361,31.581537314098327,,-0.005894151762039779,2.7260000705718994,14.789999961853027,93.31947326660156,86.09650421142578,23.411130905151367,7402.47998046875,2822.429931640625
2018-01-31,41.717498779296875,39.431419372558594,129915600,,,-0.26468889187670186,0.02141334681587852,33.186178334390675,0.009461561158288357,0.002754864229953524,2.7200000286102295,13.539999961853027,92.92023468017578,88.20391082763672,23.04631996154785,7411.47998046875,2823.81005859375
2018-02-01,41.79249954223633,39.51383590698242,188923200,,,-0.3218702458551945,-0.04724337171833609,31.02216436831263,0.009490229914674485,0.0020901234532071378,2.7730000019073486,13.470000267028809,92.14832305908203,87.50765228271484,22.853424072265625,7385.85986328125,2821.97998046875
2018-02-02,41.5,37.79935073852539,346375200,,,-0.4997704626001038,-0.13774878989468964,17.12233873856755,0.0132494187250358,-0.043389489506739265,2.8540000915527344,17.309999465942383,90.05445098876953,85.20527648925781,22.45925521850586,7240.9501953125,2762.1298828125
2018-02-05,39.775001525878906,36.854942321777344,290954000,,,-0.7087930079659017,-0.2519576335089321,15.24331973809349,0.013566880599291564,-0.024984778793713525,2.7939999103546143,37.31999969482422,86.57647705078125,81.69606018066406,21.83026885986328,6967.52978515625,2648.93994140625
2018-02-06,38.70750045776367,38.39516830444336,272975200,,,-0.7416126673080115,-0.34988864026874794,24.866889560260546,0.017207056624175772,0.0417915721918225,2.7679998874664307,29.979999542236328,88.9188003540039,84.78752136230469,22.232818603515625,7115.8798828125,2695.139892578125
2018-02-07,40.772499084472656,37.5732421875,206434400,,,-0.824441404983979,-0.4447991932117942,22.06779083944035,0.017658237261995086,-0.02140701950896884,2.8440001010894775,27.729999542236328,88.65260314941406,83.19074249267578,22.3250732421875,7051.97998046875,2681.659912109375
